feedback_id,customer_name,feedback,date,product,clean_feedback,category
2066,Pooja,Nothing special,2025-06-19,Smart Watch,nothing special,General
2067,Rahul,Average experience,2025-03-30,Mobile,average experience,General
2068,Priya,Support team was very helpful,2025-08-20,Smart Watch,support team very helpful,Support
2069,Pooja,Very bad experience and disappointed,2025-01-17,Banking App,very bad experience disappointed,Product
2070,Divya,Customer support did not respond,2025-10-21,Smart Watch,customer support did not respond,Support
2071,Karthik,Decent product,2025-06-02,Laptop,decent product,Product
2072,Pooja,"Amazing experience, highly recommend",2025-11-18,E-commerce,amazing experience highly recommend,General
2073,Suresh,Very happy with the product,2025-12-16,Mobile,very happy product,Product
2074,Pooja,Nothing special,2025-06-27,Mobile,nothing special,General
2075,Pooja,Excellent quality and very satisfied,2025-12-20,Headphones,excellent quality very satisfied,Product
2076,Divya,"Amazing experience, highly recommend",2025-08-25,Laptop,amazing experience highly recommend,General
2077,Sneha,Worst product ever,2025-10-27,Mobile,worst product ever,Product
2078,Pooja,"Amazing experience, highly recommend",2025-12-16,Banking App,amazing experience highly recommend,General
2079,Divya,Very happy with the product,2025-07-29,Laptop,very happy product,Product
2080,Karthik,Decent product,2025-12-22,Banking App,decent product,Product
2081,Priya,Great service and fast delivery,2025-10-16,Laptop,great service fast delivery,Delivery
2082,Pooja,Customer support did not respond,2025-12-21,E-commerce,customer support did not respond,Support
2083,Sneha,Acceptable performance,2025-03-16,Banking App,acceptable performance,General
2084,Manoj,Decent product,2025-06-15,Mobile App,decent product,Product
2085,Anitha,Nothing special,2025-02-24,Mobile,nothing special,General
2086,Divya,Poor quality and waste of money,2025-12-23,Headphones,poor quality waste money,Product
2087,Pooja,Delivery was too late,2025-01-05,Internet Service,delivery too late,Delivery
2088,Karthik,Very happy with the product,2025-02-04,Internet Service,very happy product,Product
2089,Suresh,Delivery was too late,2025-05-13,Internet Service,delivery too late,Delivery
2090,Pooja,Acceptable performance,2025-11-28,Mobile App,acceptable performance,General
2091,Manoj,Customer support did not respond,2025-08-18,Banking App,customer support did not respond,Support
2092,Rahul,Okay for the price,2025-03-25,E-commerce,okay price,Price
2093,Rahul,Okay for the price,2025-10-31,Smart Watch,okay price,Price
2094,Rahul,Excellent quality and very satisfied,2025-03-11,Banking App,excellent quality very satisfied,Product
2095,Pooja,Excellent quality and very satisfied,2025-02-10,Mobile,excellent quality very satisfied,Product
2096,Divya,Delivery was too late,2025-05-20,E-commerce,delivery too late,Delivery
2097,Priya,Support team was very helpful,2025-03-24,Mobile App,support team very helpful,Support
2098,Suresh,Poor quality and waste of money,2025-04-19,Laptop,poor quality waste money,Product
2099,Divya,Delivery was too late,2025-02-20,Headphones,delivery too late,Delivery
2100,Anitha,Great service and fast delivery,2025-10-25,Headphones,great service fast delivery,Delivery
2101,Suresh,Decent product,2025-08-31,Internet Service,decent product,Product
2102,Arun,Delivery was too late,2025-12-13,Mobile,delivery too late,Delivery
2103,Pooja,Excellent quality and very satisfied,2025-11-22,Mobile,excellent quality very satisfied,Product
2104,Suresh,Average experience,2025-06-28,Laptop,average experience,General
2105,Manoj,Average experience,2025-10-13,Banking App,average experience,General
2106,Divya,Okay for the price,2025-02-05,Mobile App,okay price,Price
2107,Divya,Excellent quality and very satisfied,2025-11-06,Internet Service,excellent quality very satisfied,Product
2108,Manoj,Excellent quality and very satisfied,2025-02-13,E-commerce,excellent quality very satisfied,Product
2109,Arun,Nothing special,2025-03-28,E-commerce,nothing special,General
2110,Pooja,Very bad experience and disappointed,2025-11-06,Laptop,very bad experience disappointed,Product
2111,Sneha,Great service and fast delivery,2025-05-01,E-commerce,great service fast delivery,Delivery
2112,Suresh,Poor quality and waste of money,2025-11-27,Mobile,poor quality waste money,Product
2113,Rahul,Support team was very helpful,2025-05-18,Mobile App,support team very helpful,Support
2114,Manoj,Delivery was too late,2025-07-07,Internet Service,delivery too late,Delivery
2115,Suresh,Poor quality and waste of money,2025-05-20,Banking App,poor quality waste money,Product
2116,Manoj,Worst product ever,2025-05-24,E-commerce,worst product ever,Product
2117,Divya,Acceptable performance,2025-07-23,Mobile App,acceptable performance,General
2118,Divya,Delivery was too late,2025-02-12,Banking App,delivery too late,Delivery
2119,Rahul,Very bad experience and disappointed,2025-02-02,Mobile App,very bad experience disappointed,Product
2120,Pooja,"Amazing experience, highly recommend",2025-07-26,Headphones,amazing experience highly recommend,General
2121,Priya,Very happy with the product,2025-03-11,Smart Watch,very happy product,Product
2122,Rahul,Delivery was too late,2025-03-01,Mobile,delivery too late,Delivery
2123,Arun,Customer support did not respond,2025-04-30,E-commerce,customer support did not respond,Support
2124,Sneha,"Amazing experience, highly recommend",2025-09-28,Laptop,amazing experience highly recommend,General
2125,Divya,Great service and fast delivery,2025-06-12,Banking App,great service fast delivery,Delivery
2126,Manoj,Poor quality and waste of money,2025-01-17,Laptop,poor quality waste money,Product
2127,Sneha,Poor quality and waste of money,2025-07-03,Mobile,poor quality waste money,Product
2128,Sneha,"Amazing experience, highly recommend",2025-08-24,Banking App,amazing experience highly recommend,General
2129,Karthik,Poor quality and waste of money,2025-08-06,Internet Service,poor quality waste money,Product
2130,Manoj,Poor quality and waste of money,2025-02-13,Mobile,poor quality waste money,Product
2131,Suresh,Acceptable performance,2025-05-26,Laptop,acceptable performance,General
2132,Anitha,Excellent quality and very satisfied,2025-11-05,Smart Watch,excellent quality very satisfied,Product
2133,Arun,Average experience,2025-08-03,Headphones,average experience,General
2134,Suresh,Very bad experience and disappointed,2025-07-30,Headphones,very bad experience disappointed,Product
2135,Sneha,Average experience,2025-06-06,Laptop,average experience,General
2136,Arun,Poor quality and waste of money,2025-05-08,Smart Watch,poor quality waste money,Product
2137,Suresh,"Amazing experience, highly recommend",2025-03-11,Mobile App,amazing experience highly recommend,General
2138,Anitha,Customer support did not respond,2025-11-28,Banking App,customer support did not respond,Support
2139,Arun,Support team was very helpful,2025-08-02,Mobile App,support team very helpful,Support
2140,Suresh,Acceptable performance,2025-12-25,Smart Watch,acceptable performance,General
2141,Manoj,Very happy with the product,2025-09-23,Banking App,very happy product,Product
2142,Rahul,Great service and fast delivery,2025-09-06,Headphones,great service fast delivery,Delivery
2143,Anitha,Great service and fast delivery,2025-07-28,Internet Service,great service fast delivery,Delivery
2144,Anitha,Great service and fast delivery,2025-04-15,Mobile,great service fast delivery,Delivery
2145,Anitha,Nothing special,2025-01-23,Laptop,nothing special,General
2146,Suresh,Very happy with the product,2025-08-03,E-commerce,very happy product,Product
2147,Divya,Very bad experience and disappointed,2025-09-05,E-commerce,very bad experience disappointed,Product
2148,Anitha,Acceptable performance,2025-02-07,Mobile,acceptable performance,General
2149,Divya,Okay for the price,2025-09-25,Mobile App,okay price,Price
2150,Arun,Acceptable performance,2025-12-27,Headphones,acceptable performance,General
2151,Karthik,Support team was very helpful,2025-01-31,Mobile,support team very helpful,Support
2152,Sneha,Okay for the price,2025-08-04,Laptop,okay price,Price
2153,Karthik,Very bad experience and disappointed,2025-04-29,E-commerce,very bad experience disappointed,Product
2154,Priya,Average experience,2025-04-30,Laptop,average experience,General
2155,Suresh,Average experience,2025-10-30,Mobile,average experience,General
2156,Divya,Acceptable performance,2025-06-10,Mobile,acceptable performance,General
2157,Manoj,"Amazing experience, highly recommend",2025-06-11,Mobile App,amazing experience highly recommend,General
2158,Manoj,Worst product ever,2025-02-05,Laptop,worst product ever,Product
2159,Karthik,Okay for the price,2025-08-29,Headphones,okay price,Price
2160,Karthik,Great service and fast delivery,2025-05-24,Mobile,great service fast delivery,Delivery
2161,Suresh,Very bad experience and disappointed,2025-08-08,Headphones,very bad experience disappointed,Product
2162,Priya,Very happy with the product,2025-01-28,Internet Service,very happy product,Product
2163,Pooja,Support team was very helpful,2025-05-14,Headphones,support team very helpful,Support
2164,Sneha,"Amazing experience, highly recommend",2025-07-14,Smart Watch,amazing experience highly recommend,General
2165,Anitha,Poor quality and waste of money,2025-05-23,Internet Service,poor quality waste money,Product
2166,Suresh,Excellent quality and very satisfied,2025-10-01,Laptop,excellent quality very satisfied,Product
2167,Arun,Great service and fast delivery,2025-04-24,Mobile,great service fast delivery,Delivery
2168,Karthik,Acceptable performance,2025-01-29,Mobile,acceptable performance,General
2169,Rahul,Worst product ever,2025-07-26,Smart Watch,worst product ever,Product
2170,Rahul,Delivery was too late,2025-05-28,E-commerce,delivery too late,Delivery
2171,Suresh,Nothing special,2025-01-20,Mobile,nothing special,General
2172,Anitha,Support team was very helpful,2025-01-16,Mobile App,support team very helpful,Support
2173,Anitha,Very happy with the product,2025-12-26,Banking App,very happy product,Product
2174,Priya,Average experience,2025-02-15,Internet Service,average experience,General
2175,Rahul,Acceptable performance,2025-08-15,Smart Watch,acceptable performance,General
2176,Suresh,Excellent quality and very satisfied,2025-07-25,Smart Watch,excellent quality very satisfied,Product
2177,Priya,Acceptable performance,2025-03-23,Mobile,acceptable performance,General
2178,Priya,Acceptable performance,2025-06-05,Laptop,acceptable performance,General
2179,Arun,Okay for the price,2025-07-21,Mobile,okay price,Price
2180,Priya,Delivery was too late,2025-04-08,Smart Watch,delivery too late,Delivery
2181,Pooja,Very bad experience and disappointed,2025-10-06,E-commerce,very bad experience disappointed,Product
2182,Priya,Decent product,2025-02-06,Banking App,decent product,Product
2183,Manoj,Worst product ever,2025-08-09,Smart Watch,worst product ever,Product
2184,Karthik,Delivery was too late,2025-06-27,Headphones,delivery too late,Delivery
2185,Priya,Very happy with the product,2025-09-07,Internet Service,very happy product,Product
2186,Suresh,Worst product ever,2025-10-02,Mobile,worst product ever,Product
2187,Karthik,Nothing special,2025-07-04,Internet Service,nothing special,General
2188,Suresh,Nothing special,2025-07-15,Smart Watch,nothing special,General
2189,Manoj,Support team was very helpful,2025-05-29,Internet Service,support team very helpful,Support
2190,Arun,Very bad experience and disappointed,2025-12-27,Internet Service,very bad experience disappointed,Product
2191,Divya,Nothing special,2025-05-10,Smart Watch,nothing special,General
2192,Manoj,Excellent quality and very satisfied,2025-06-15,Banking App,excellent quality very satisfied,Product
2193,Arun,Delivery was too late,2025-08-29,Smart Watch,delivery too late,Delivery
2194,Rahul,Worst product ever,2025-08-11,E-commerce,worst product ever,Product
2195,Priya,Support team was very helpful,2025-07-30,Banking App,support team very helpful,Support
2196,Karthik,Very happy with the product,2025-07-01,E-commerce,very happy product,Product
2197,Suresh,Average experience,2025-02-26,Smart Watch,average experience,General
2198,Anitha,Great service and fast delivery,2025-11-19,Mobile,great service fast delivery,Delivery
2199,Arun,Support team was very helpful,2025-07-10,E-commerce,support team very helpful,Support
2200,Priya,Decent product,2025-01-18,Headphones,decent product,Product
2201,Suresh,Very bad experience and disappointed,2025-05-04,Banking App,very bad experience disappointed,Product
2202,Priya,Customer support did not respond,2025-08-21,Laptop,customer support did not respond,Support
2203,Karthik,Delivery was too late,2025-02-09,Banking App,delivery too late,Delivery
2204,Anitha,Very bad experience and disappointed,2025-04-30,Smart Watch,very bad experience disappointed,Product
2205,Karthik,Customer support did not respond,2025-05-06,Internet Service,customer support did not respond,Support
2206,Priya,Very bad experience and disappointed,2025-07-11,Laptop,very bad experience disappointed,Product
2207,Arun,Poor quality and waste of money,2025-09-02,E-commerce,poor quality waste money,Product
2208,Suresh,Customer support did not respond,2025-01-01,E-commerce,customer support did not respond,Support
2209,Sneha,Average experience,2025-08-09,Mobile App,average experience,General
2210,Priya,Great service and fast delivery,2025-04-15,Laptop,great service fast delivery,Delivery
2211,Anitha,Average experience,2025-01-17,Headphones,average experience,General
2212,Sneha,"Amazing experience, highly recommend",2025-04-10,Mobile App,amazing experience highly recommend,General
2213,Arun,Acceptable performance,2025-10-11,Smart Watch,acceptable performance,General
2214,Sneha,Very bad experience and disappointed,2025-03-31,Smart Watch,very bad experience disappointed,Product
2215,Manoj,Nothing special,2025-07-09,E-commerce,nothing special,General
2216,Manoj,"Amazing experience, highly recommend",2025-05-10,Internet Service,amazing experience highly recommend,General
2217,Rahul,Very happy with the product,2025-08-13,Smart Watch,very happy product,Product
2218,Priya,Okay for the price,2025-12-11,Headphones,okay price,Price
2219,Arun,Average experience,2025-02-26,Mobile,average experience,General
2220,Pooja,Acceptable performance,2025-09-19,Smart Watch,acceptable performance,General
2221,Pooja,Worst product ever,2025-05-22,Banking App,worst product ever,Product
2222,Suresh,Okay for the price,2025-10-04,Internet Service,okay price,Price
2223,Pooja,Support team was very helpful,2025-06-25,E-commerce,support team very helpful,Support
2224,Sneha,"Amazing experience, highly recommend",2025-04-12,Mobile App,amazing experience highly recommend,General
2225,Sneha,Worst product ever,2025-05-17,Internet Service,worst product ever,Product
2226,Divya,Nothing special,2025-08-16,Headphones,nothing special,General
2227,Suresh,Decent product,2025-12-10,E-commerce,decent product,Product
2228,Manoj,Very bad experience and disappointed,2025-12-11,E-commerce,very bad experience disappointed,Product
2229,Manoj,Poor quality and waste of money,2025-04-22,Laptop,poor quality waste money,Product
2230,Priya,"Amazing experience, highly recommend",2025-06-30,Banking App,amazing experience highly recommend,General
2231,Sneha,Excellent quality and very satisfied,2025-06-25,Mobile,excellent quality very satisfied,Product
2232,Priya,Okay for the price,2025-06-23,Smart Watch,okay price,Price
2233,Arun,"Amazing experience, highly recommend",2025-12-28,Laptop,amazing experience highly recommend,General
2234,Pooja,Decent product,2025-08-26,Mobile,decent product,Product
2235,Rahul,Customer support did not respond,2025-02-04,Mobile,customer support did not respond,Support
2236,Karthik,Support team was very helpful,2025-07-01,Mobile App,support team very helpful,Support
2237,Manoj,Poor quality and waste of money,2025-08-31,Internet Service,poor quality waste money,Product
2238,Sneha,"Amazing experience, highly recommend",2025-07-20,E-commerce,amazing experience highly recommend,General
2239,Anitha,"Amazing experience, highly recommend",2025-11-20,E-commerce,amazing experience highly recommend,General
2240,Suresh,Nothing special,2025-12-09,Banking App,nothing special,General
2241,Suresh,Poor quality and waste of money,2025-08-06,Laptop,poor quality waste money,Product
2242,Manoj,Great service and fast delivery,2025-04-29,Internet Service,great service fast delivery,Delivery
2243,Sneha,Very bad experience and disappointed,2025-03-27,Laptop,very bad experience disappointed,Product
2244,Karthik,Great service and fast delivery,2025-06-24,Banking App,great service fast delivery,Delivery
2245,Rahul,Poor quality and waste of money,2025-09-20,Smart Watch,poor quality waste money,Product
2246,Arun,Support team was very helpful,2025-09-22,Mobile,support team very helpful,Support
2247,Pooja,Poor quality and waste of money,2025-10-24,E-commerce,poor quality waste money,Product
2248,Manoj,Delivery was too late,2025-08-29,E-commerce,delivery too late,Delivery
2249,Suresh,Acceptable performance,2025-11-26,Headphones,acceptable performance,General
2250,Manoj,Average experience,2025-02-05,Banking App,average experience,General
2251,Arun,Poor quality and waste of money,2025-01-17,Mobile App,poor quality waste money,Product
2252,Divya,Very bad experience and disappointed,2025-09-20,Smart Watch,very bad experience disappointed,Product
2253,Karthik,Worst product ever,2025-01-24,Laptop,worst product ever,Product
2254,Divya,Customer support did not respond,2025-07-10,Mobile,customer support did not respond,Support
2255,Pooja,Okay for the price,2025-12-21,Internet Service,okay price,Price
2256,Manoj,Decent product,2025-03-09,Laptop,decent product,Product
2257,Anitha,Great service and fast delivery,2025-08-09,Internet Service,great service fast delivery,Delivery
2258,Arun,Support team was very helpful,2025-03-08,E-commerce,support team very helpful,Support
2259,Rahul,Acceptable performance,2025-02-13,Mobile App,acceptable performance,General
2260,Sneha,Delivery was too late,2025-02-03,Headphones,delivery too late,Delivery
2261,Sneha,Excellent quality and very satisfied,2025-08-26,Smart Watch,excellent quality very satisfied,Product
2262,Karthik,Nothing special,2025-12-26,Mobile,nothing special,General
2263,Divya,Very bad experience and disappointed,2025-08-25,Mobile,very bad experience disappointed,Product
2264,Pooja,Excellent quality and very satisfied,2025-12-18,Mobile App,excellent quality very satisfied,Product
2265,Divya,Excellent quality and very satisfied,2025-02-24,Laptop,excellent quality very satisfied,Product
2266,Manoj,Great service and fast delivery,2025-12-22,Internet Service,great service fast delivery,Delivery
2267,Rahul,Average experience,2025-02-16,Banking App,average experience,General
2268,Arun,Acceptable performance,2025-01-23,Mobile,acceptable performance,General
2269,Priya,"Amazing experience, highly recommend",2025-09-08,Smart Watch,amazing experience highly recommend,General
2270,Priya,Average experience,2025-10-05,Banking App,average experience,General
2271,Priya,Okay for the price,2025-08-24,Laptop,okay price,Price
2272,Divya,Acceptable performance,2025-01-03,Laptop,acceptable performance,General
2273,Rahul,Acceptable performance,2025-12-21,Smart Watch,acceptable performance,General
2274,Pooja,"Amazing experience, highly recommend",2025-01-23,Mobile App,amazing experience highly recommend,General
2275,Karthik,Delivery was too late,2025-05-30,Mobile App,delivery too late,Delivery
2276,Divya,Nothing special,2025-09-20,Mobile App,nothing special,General
2277,Suresh,Support team was very helpful,2025-04-24,Internet Service,support team very helpful,Support
2278,Arun,Acceptable performance,2025-08-27,Banking App,acceptable performance,General
2279,Rahul,Very happy with the product,2025-03-01,Banking App,very happy product,Product
2280,Rahul,Excellent quality and very satisfied,2025-09-29,Mobile App,excellent quality very satisfied,Product
2281,Sneha,Average experience,2025-05-29,Smart Watch,average experience,General
2282,Rahul,Okay for the price,2025-07-16,Internet Service,okay price,Price
2283,Karthik,Excellent quality and very satisfied,2025-04-28,E-commerce,excellent quality very satisfied,Product
2284,Anitha,Customer support did not respond,2025-11-29,Laptop,customer support did not respond,Support
2285,Priya,Nothing special,2025-03-06,Banking App,nothing special,General
2286,Suresh,Poor quality and waste of money,2025-03-30,Smart Watch,poor quality waste money,Product
2287,Suresh,Delivery was too late,2025-09-22,Headphones,delivery too late,Delivery
2288,Sneha,Average experience,2025-04-18,Banking App,average experience,General
2289,Suresh,Very happy with the product,2025-01-22,Internet Service,very happy product,Product
2290,Karthik,Decent product,2025-06-13,Mobile,decent product,Product
2291,Karthik,Decent product,2025-03-07,Laptop,decent product,Product
2292,Suresh,Excellent quality and very satisfied,2025-05-25,Headphones,excellent quality very satisfied,Product
2293,Arun,Nothing special,2025-05-19,Banking App,nothing special,General
2294,Anitha,Acceptable performance,2025-05-15,Laptop,acceptable performance,General
2295,Anitha,Decent product,2025-03-08,E-commerce,decent product,Product
2296,Priya,Average experience,2025-10-13,Laptop,average experience,General
2297,Sneha,Support team was very helpful,2025-11-20,Mobile,support team very helpful,Support
2298,Manoj,Customer support did not respond,2025-10-03,Mobile App,customer support did not respond,Support
2299,Manoj,Support team was very helpful,2025-12-11,Mobile App,support team very helpful,Support
2300,Manoj,Nothing special,2025-08-06,Smart Watch,nothing special,General
2301,Rahul,Very happy with the product,2025-10-27,Headphones,very happy product,Product
2302,Divya,Customer support did not respond,2025-07-12,Mobile App,customer support did not respond,Support
2303,Karthik,Nothing special,2025-11-07,Mobile,nothing special,General
2304,Divya,Excellent quality and very satisfied,2025-03-30,Smart Watch,excellent quality very satisfied,Product
2305,Priya,Nothing special,2025-03-07,Internet Service,nothing special,General
2306,Karthik,Nothing special,2025-01-14,Headphones,nothing special,General
2307,Manoj,Nothing special,2025-05-24,Internet Service,nothing special,General
2308,Karthik,Nothing special,2025-02-08,Headphones,nothing special,General
2309,Manoj,Great service and fast delivery,2025-06-14,Smart Watch,great service fast delivery,Delivery
2310,Priya,Delivery was too late,2025-05-10,E-commerce,delivery too late,Delivery
2311,Priya,Okay for the price,2025-01-20,Smart Watch,okay price,Price
2312,Rahul,"Amazing experience, highly recommend",2025-07-26,Internet Service,amazing experience highly recommend,General
2313,Anitha,Very happy with the product,2025-07-08,E-commerce,very happy product,Product
2314,Pooja,Delivery was too late,2025-04-25,Internet Service,delivery too late,Delivery
2315,Karthik,Okay for the price,2025-12-19,Laptop,okay price,Price
2316,Karthik,Excellent quality and very satisfied,2025-11-09,Headphones,excellent quality very satisfied,Product
2317,Rahul,Support team was very helpful,2025-03-20,Mobile App,support team very helpful,Support
2318,Suresh,Poor quality and waste of money,2025-10-11,Mobile App,poor quality waste money,Product
2319,Divya,"Amazing experience, highly recommend",2025-08-28,Headphones,amazing experience highly recommend,General
2320,Manoj,Delivery was too late,2025-04-16,E-commerce,delivery too late,Delivery
2321,Manoj,Support team was very helpful,2025-11-01,Mobile,support team very helpful,Support
2322,Divya,Great service and fast delivery,2025-10-21,Banking App,great service fast delivery,Delivery
2323,Divya,Support team was very helpful,2025-07-12,Headphones,support team very helpful,Support
2324,Karthik,Nothing special,2025-04-08,Internet Service,nothing special,General
2325,Arun,Decent product,2025-04-03,Internet Service,decent product,Product
2326,Priya,Very bad experience and disappointed,2025-01-25,Headphones,very bad experience disappointed,Product
2327,Karthik,Acceptable performance,2025-05-23,Internet Service,acceptable performance,General
2328,Karthik,Excellent quality and very satisfied,2025-07-09,Internet Service,excellent quality very satisfied,Product
2329,Manoj,Customer support did not respond,2025-12-05,Smart Watch,customer support did not respond,Support
2330,Priya,Poor quality and waste of money,2025-09-30,Smart Watch,poor quality waste money,Product
2331,Karthik,Poor quality and waste of money,2025-07-31,Banking App,poor quality waste money,Product
2332,Priya,Nothing special,2025-08-07,Headphones,nothing special,General
2333,Arun,Delivery was too late,2025-07-19,Smart Watch,delivery too late,Delivery
2334,Divya,Very bad experience and disappointed,2025-02-07,Mobile App,very bad experience disappointed,Product
2335,Karthik,Worst product ever,2025-02-14,Headphones,worst product ever,Product
2336,Priya,Delivery was too late,2025-12-27,Internet Service,delivery too late,Delivery
2337,Priya,Poor quality and waste of money,2025-09-28,E-commerce,poor quality waste money,Product
2338,Pooja,Poor quality and waste of money,2025-08-14,Smart Watch,poor quality waste money,Product
2339,Rahul,Support team was very helpful,2025-03-24,E-commerce,support team very helpful,Support
2340,Suresh,Customer support did not respond,2025-06-09,Mobile,customer support did not respond,Support
2341,Sneha,Worst product ever,2025-12-21,E-commerce,worst product ever,Product
2342,Manoj,Very bad experience and disappointed,2025-08-17,Smart Watch,very bad experience disappointed,Product
2343,Karthik,"Amazing experience, highly recommend",2025-11-05,Headphones,amazing experience highly recommend,General
2344,Sneha,Poor quality and waste of money,2025-06-12,Mobile,poor quality waste money,Product
2345,Anitha,Excellent quality and very satisfied,2025-01-21,Mobile App,excellent quality very satisfied,Product
2346,Suresh,"Amazing experience, highly recommend",2025-04-25,Mobile App,amazing experience highly recommend,General
2347,Anitha,"Amazing experience, highly recommend",2025-08-26,Headphones,amazing experience highly recommend,General
2348,Arun,Okay for the price,2025-11-11,Mobile App,okay price,Price
2349,Suresh,Worst product ever,2025-12-03,Headphones,worst product ever,Product
2350,Divya,Great service and fast delivery,2025-07-30,Banking App,great service fast delivery,Delivery
2351,Anitha,Worst product ever,2025-07-11,Mobile App,worst product ever,Product
2352,Suresh,Delivery was too late,2025-06-26,Mobile App,delivery too late,Delivery
2353,Suresh,Very happy with the product,2025-06-04,Laptop,very happy product,Product
2354,Rahul,Customer support did not respond,2025-08-07,Headphones,customer support did not respond,Support
2355,Pooja,"Amazing experience, highly recommend",2025-04-23,Smart Watch,amazing experience highly recommend,General
2356,Divya,Great service and fast delivery,2025-09-16,Headphones,great service fast delivery,Delivery
2357,Divya,Decent product,2025-10-02,Headphones,decent product,Product
2358,Divya,Customer support did not respond,2025-09-15,Smart Watch,customer support did not respond,Support
2359,Rahul,Very happy with the product,2025-08-27,Laptop,very happy product,Product
2360,Pooja,Okay for the price,2025-09-09,Banking App,okay price,Price
2361,Suresh,Poor quality and waste of money,2025-12-16,Mobile,poor quality waste money,Product
2362,Suresh,Customer support did not respond,2025-03-14,Internet Service,customer support did not respond,Support
2363,Suresh,Excellent quality and very satisfied,2025-09-13,Smart Watch,excellent quality very satisfied,Product
2364,Rahul,Very happy with the product,2025-08-16,Banking App,very happy product,Product
2365,Karthik,Poor quality and waste of money,2025-02-14,Mobile App,poor quality waste money,Product
2366,Rahul,Delivery was too late,2025-04-16,E-commerce,delivery too late,Delivery
2367,Karthik,Nothing special,2025-02-17,Smart Watch,nothing special,General
2368,Divya,Very happy with the product,2025-11-08,Banking App,very happy product,Product
2369,Priya,Customer support did not respond,2025-08-31,Internet Service,customer support did not respond,Support
2370,Arun,Delivery was too late,2025-11-16,Internet Service,delivery too late,Delivery
2371,Rahul,Great service and fast delivery,2025-01-31,Mobile,great service fast delivery,Delivery
2372,Arun,Acceptable performance,2025-09-07,Internet Service,acceptable performance,General
2373,Arun,Excellent quality and very satisfied,2025-07-01,Smart Watch,excellent quality very satisfied,Product
2374,Arun,Excellent quality and very satisfied,2025-04-05,Headphones,excellent quality very satisfied,Product
2375,Suresh,Great service and fast delivery,2025-09-29,Laptop,great service fast delivery,Delivery
2376,Rahul,Excellent quality and very satisfied,2025-10-04,Mobile App,excellent quality very satisfied,Product
2377,Karthik,Worst product ever,2025-10-30,Headphones,worst product ever,Product
2378,Suresh,Very bad experience and disappointed,2025-11-15,Headphones,very bad experience disappointed,Product
2379,Suresh,Great service and fast delivery,2025-12-04,Internet Service,great service fast delivery,Delivery
2380,Manoj,Decent product,2025-02-22,Internet Service,decent product,Product
2381,Karthik,Delivery was too late,2025-04-15,Internet Service,delivery too late,Delivery
2382,Pooja,Worst product ever,2025-12-25,Headphones,worst product ever,Product
2383,Divya,Decent product,2025-12-28,E-commerce,decent product,Product
2384,Manoj,Worst product ever,2025-07-01,Banking App,worst product ever,Product
2385,Pooja,Acceptable performance,2025-12-15,E-commerce,acceptable performance,General
2386,Karthik,Customer support did not respond,2025-10-24,Mobile App,customer support did not respond,Support
2387,Priya,Poor quality and waste of money,2025-07-09,Headphones,poor quality waste money,Product
2388,Arun,Acceptable performance,2025-04-30,Headphones,acceptable performance,General
2389,Rahul,Great service and fast delivery,2025-05-28,E-commerce,great service fast delivery,Delivery
2390,Sneha,Okay for the price,2025-07-14,E-commerce,okay price,Price
2391,Karthik,Support team was very helpful,2025-01-21,Laptop,support team very helpful,Support
2392,Pooja,Excellent quality and very satisfied,2025-05-01,E-commerce,excellent quality very satisfied,Product
2393,Suresh,Acceptable performance,2025-04-29,E-commerce,acceptable performance,General
2394,Anitha,Very happy with the product,2025-05-05,Mobile App,very happy product,Product
2395,Divya,Very happy with the product,2025-06-24,Headphones,very happy product,Product
2396,Divya,Poor quality and waste of money,2025-03-01,Mobile,poor quality waste money,Product
2397,Suresh,Very bad experience and disappointed,2025-02-24,Internet Service,very bad experience disappointed,Product
2398,Karthik,Support team was very helpful,2025-05-05,Internet Service,support team very helpful,Support
2399,Divya,Worst product ever,2025-02-13,Laptop,worst product ever,Product
2400,Anitha,Great service and fast delivery,2025-03-24,Mobile App,great service fast delivery,Delivery
2401,Pooja,Okay for the price,2025-04-17,E-commerce,okay price,Price
2402,Rahul,Customer support did not respond,2025-08-08,E-commerce,customer support did not respond,Support
2403,Priya,Very happy with the product,2025-02-17,Smart Watch,very happy product,Product
2404,Suresh,Very bad experience and disappointed,2025-04-26,Smart Watch,very bad experience disappointed,Product
2405,Anitha,Customer support did not respond,2025-04-29,Smart Watch,customer support did not respond,Support
2406,Anitha,Support team was very helpful,2025-04-29,Internet Service,support team very helpful,Support
2407,Divya,Customer support did not respond,2025-06-13,Banking App,customer support did not respond,Support
2408,Suresh,Acceptable performance,2025-01-10,Smart Watch,acceptable performance,General
2409,Arun,Very bad experience and disappointed,2025-04-26,Banking App,very bad experience disappointed,Product
2410,Rahul,Delivery was too late,2025-04-12,E-commerce,delivery too late,Delivery
2411,Sneha,Very happy with the product,2025-02-25,Mobile App,very happy product,Product
2412,Arun,Nothing special,2025-03-27,Internet Service,nothing special,General
2413,Priya,Average experience,2025-05-09,Internet Service,average experience,General
2414,Manoj,Support team was very helpful,2025-01-09,Banking App,support team very helpful,Support
2415,Arun,Okay for the price,2025-10-15,E-commerce,okay price,Price
2416,Arun,Delivery was too late,2025-03-06,Banking App,delivery too late,Delivery
2417,Sneha,Support team was very helpful,2025-12-08,Headphones,support team very helpful,Support
2418,Priya,Acceptable performance,2025-06-03,Mobile App,acceptable performance,General
